_id,latitude,longitude,intensity,__v
6581970d9807e32264eebdf0,26.9274367705,76.3451881647,0.6666666667,0
6581970e9807e32264eebdf3,26.8260953,75.7954738,0.8888888889,0
6581970e9807e32264eebdf6,27.55609,76.61235,0.8611111111,0
6581970e9807e32264eebdf9,26.49891,74.54443,0.75,0
6581970f9807e32264eebdfc,26.298938,73.011282,0.8333333333,0
6581970f9807e32264eebdff,23.9969207,73.7568527,0.6388888889,0
658197109807e32264eebe02,25.13677,72.67675,0.7222222222,0
658197109807e32264eebe05,27.72371,74.718,0.5555555556,0
658197119807e32264eebe08,26.9304439,77.2807263,0.8333333333,0
658197119807e32264eebe0b,25.732783,74.334844,0.7777777778,0
658197129807e32264eebe0e,25.445133,75.6382582,0.7222222222,0
658197129807e32264eebe11,27.5756361,74.6854752,0.9722222222,0
658197139807e32264eebe14,26.95325,74.76714,0.7222222222,0
658197139807e32264eebe17,25.319143,73.000571,0.6388888889,0
658197149807e32264eebe1a,24.8056,73.44295,0.6944444444,0
658197149807e32264eebe1d,27.180978,73.726523,0.6388888889,0
658197149807e32264eebe20,26.939256,75.828752,0.7777777778,0
658197159807e32264eebe23,25.9571,76.2215,0.6111111111,0
658197159807e32264eebe26,24.58179,73.68554,0.6666666667,0
658197169807e32264eebe29,25.5226363,73.4492251,0.6944444444,0
658197169807e32264eebe2c,26.8354273,75.6952165,0.7222222222,0
658197179807e32264eebe2f,27.2039476705,73.7230271237,1,0
658197179807e32264eebe32,24.5581012852,72.3925917119,0.5555555556,0
658197189807e32264eebe35,25.315507,75.732934,0.7222222222,0
658197189807e32264eebe38,29.61067,74.28636,0.5833333333,0
658197199807e32264eebe3b,25.06150833,72.43777667,0.7777777778,0
658197199807e32264eebe3e,24.56123033,72.4006586,0.6111111111,0
6581971a9807e32264eebe41,26.364086,75.927097,0.4722222222,0
6581971a9807e32264eebe44,26.916563,75.801378,0.8333333333,0
6581971b9807e32264eebe47,24.8112098461,74.0810465813,0.6388888889,0
6581971b9807e32264eebe4a,26.7110169,77.8472482,0.6944444444,0
6581971c9807e32264eebe4d,26.0723473,75.9914374,0.5555555556,0
6581971c9807e32264eebe50,26.87398,75.24108,0.8888888889,0
6581971d9807e32264eebe53,26.265541,73.033646,0.6388888889,0
6581971d9807e32264eebe56,26.902467,75.834593,0.6666666667,0
6581971d9807e32264eebe59,26.98092,75.6054033333,0.75,0
6581971e9807e32264eebe5c,27.4733697,77.3272506,0.5277777778,0
6581971e9807e32264eebe5f,24.05379,74.07782,0.8611111111,0
6581971f9807e32264eebe62,29.636781,74.314783,0.4722222222,0
6581971f9807e32264eebe65,26.09059,74.52432,0.6666666667,0
658197209807e32264eebe68,26.978251,75.774266,0.7777777778,0
658197219807e32264eebe6b,28.0117,73.35516,0.8888888889,0
658197219807e32264eebe6e,26.12361,74.697062,0.7222222222,0
658197229807e32264eebe71,25.8708,75.6028,0.6666666667,0
658197229807e32264eebe74,27.93224,72.51282,0.6111111111,0
658197239807e32264eebe77,29.2924263,74.5741666,0.6666666667,0
658197239807e32264eebe7a,26.9371,75.785339,0.6111111111,0
658197239807e32264eebe7d,25.146082,73.846375,0.9166666667,0
658197249807e32264eebe80,29.8327998212,73.7292576861,0.8333333333,0
658197249807e32264eebe83,26.949792,75.712954,0.5,0
658197259807e32264eebe86,26.4551909,74.6308517,0.7222222222,0
658197259807e32264eebe89,26.40408,77.127431,0.7222222222,0
658197269807e32264eebe8c,27.5675,75.15668,0.7222222222,0
658197279807e32264eebe8f,26.8355279,75.7592288,0.6111111111,0
658197279807e32264eebe92,25.440805,75.639273,0.6111111111,0
658197289807e32264eebe95,28.26034,75.64387,0.7222222222,0
658197289807e32264eebe99,26.47254,76.71197,0.8333333333,0
658197299807e32264eebe9c,27.5668206611,76.631950554,0.1388888889,0
658197299807e32264eebe9f,25.45709,75.31917,0.1111111111,0
6581972a9807e32264eebea2,26.765229,76.212698,0.1666666667,0
6581972a9807e32264eebea5,24.56021,73.71726,0.0833333333,0
6581972b9807e32264eebea8,25.72465,73.61009,0.0833333333,0
6581972b9807e32264eebeab,25.179413,75.863533,0.0833333333,0
6581972b9807e32264eebeae,26.9238206,75.8031127,0.0833333333,0
6581972c9807e32264eebeb1,27.6174137,76.1042692,0.1111111111,0
6581972c9807e32264eebeb4,29.68257,74.15566,0.0833333333,0
6581972d9807e32264eebeb7,27.7133106,73.8104994,0.1388888889,0
6581972d9807e32264eebebb,27.53362,77.12216,0.0833333333,0
6581972e9807e32264eebebe,25.30783,75.93281,0.1666666667,0
6581972e9807e32264eebec1,26.20215,73.938562,0.1944444444,0
6581972f9807e32264eebec4,28.01409377,73.314797705,0.1111111111,0
6581972f9807e32264eebec7,26.948803,75.856109,0.1666666667,0
658197309807e32264eebeca,25.175515,75.841248,0.1388888889,0
658197309807e32264eebecd,26.8855381012,76.6393127441,0.1111111111,0
658197319807e32264eebed0,24.58081912,73.72211365,0.1666666667,0
658197319807e32264eebed3,26.89918,75.82316,0.1111111111,0
658197319807e32264eebed6,28.01281607,73.3070393801,0.1111111111,0
658197329807e32264eebed9,24.64639,72.92189,0.1388888889,0
658197329807e32264eebedc,26.169996539,75.786880807,0.1111111111,0
658197339807e32264eebedf,27.834298,74.332289,0.0833333333,0
658197339807e32264eebee2,27.20723,77.53981,0.1388888889,0
658197349807e32264eebee5,25.186588,75.841467,0.0833333333,0
658197349807e32264eebee8,26.916545,75.779446,0.1388888889,0
658197359807e32264eebeeb,27.75803705,76.52317186,0.1111111111,0
658197359807e32264eebeee,24.58274,73.69394,0.0555555556,0
658197369807e32264eebef1,26.69935,76.7189,0.1388888889,0
658197369807e32264eebef4,26.92061,75.789814,0.0555555556,0
658197379807e32264eebef7,27.20007,73.73047,0.1388888889,0
658197389807e32264eebefa,24.623724,74.689993,0.1111111111,0
658197389807e32264eebefd,26.46262,74.63144,0.1388888889,0
658197399807e32264eebf00,26.4991,74.68618,0.1111111111,0
658197399807e32264eebf03,27.582048,76.07487,0.0833333333,0
6581973a9807e32264eebf06,25.35,74.6316,0.0833333333,0
6581973a9807e32264eebf09,25.169751,75.852805,0.1388888889,0
6581973a9807e32264eebf0c,26.457352,74.634915,0.0555555556,0
6581973b9807e32264eebf0f,24.5092314889,74.1859685243,0.0555555556,0
6581973b9807e32264eebf12,24.853423,73.768869,0.1388888889,0
6581973c9807e32264eebf15,26.8680773,75.7543215,0.0833333333,0
6581973c9807e32264eebf18,24.41333,73.47681,0.1388888889,0
6581973d9807e32264eebf1b,27.76093,76.51826,0.1111111111,0
6581973d9807e32264eebf1f,24.91428,74.62281,0.1388888889,0
6581973e9807e32264eebf22,25.4297988544,73.8208615829,0.1111111111,0
6581973e9807e32264eebf25,24.6181182861,77.031791687,0.1666666667,0
6581973f9807e32264eebf28,24.58934,73.74595,0,0
6581973f9807e32264eebf2b,26.9240318,75.821584,0.1111111111,0
658197409807e32264eebf2e,28.1809,75.50209,0.1666666667,0
658197409807e32264eebf31,24.54735,76.17286,0.1111111111,0
658197409807e32264eebf34,27.7006,76.24276,0.1388888889,0
658197419807e32264eebf37,26.470883,74.634041,0.1111111111,0
658197419807e32264eebf3a,25.99338,76.38544,0.0555555556,0
658197429807e32264eebf3d,25.9731,75.15096,0.1388888889,0
658197429807e32264eebf40,25.43002,73.82141,0.1388888889,0
658197439807e32264eebf43,24.8865,72.8529,0.0833333333,0
658197449807e32264eebf47,26.914822,75.777341,0.0833333333,0
658197449807e32264eebf4a,24.28211,76.24715,0.1111111111,0
658197459807e32264eebf4d,24.75078,72.20537,0.0833333333,0
658197459807e32264eebf50,26.7867,73.58118,0.1111111111,0
658197469807e32264eebf53,25.61257,72.51567,0.0555555556,0
658197469807e32264eebf56,24.8789,72.86738,0.0833333333,0
658197479807e32264eebf59,25.27296,73.56161,0.1666666667,0
658197479807e32264eebf5c,27.054587,76.170895,0.1111111111,0
658197479807e32264eebf5f,26.93638,75.84318,0.1388888889,0
658197489807e32264eebf62,25.19414,75.85326,0.1111111111,0
658197489807e32264eebf65,27.73379,76.55361,0.1111111111,0
658197499807e32264eebf68,27.649647,76.138441,0.1111111111,0
658197499807e32264eebf6b,26.857377,75.815745,0.0833333333,0
6581974a9807e32264eebf6e,26.7847587,74.0820464,0.0555555556,0
6581974a9807e32264eebf71,26.975622,75.386268,0.0833333333,0
6581974b9807e32264eebf74,24.87583,74.63872,0.0833333333,0
6581974b9807e32264eebf77,28.98909743,73.02924638,0.1666666667,0
6581974b9807e32264eebf7a,27.81504,75.01538,0.1111111111,0
6581974c9807e32264eebf7d,27.18711,75.61972,0.1666666667,0
6581974c9807e32264eebf80,26.5022,75.51539,0.1111111111,0
6581974d9807e32264eebf83,25.915495,71.506567,0.1111111111,0
6581974e9807e32264eebf87,27.4043,75.0599,0.1111111111,0
6581974e9807e32264eebf8a,26.9785627,75.7739146,0.0555555556,0
6581974e9807e32264eebf8d,23.5712535,74.4080965,0.1111111111,0
6581974f9807e32264eebf90,26.95406,75.71573,0.1388888889,0
6581974f9807e32264eebf93,27.0084032,71.9209404,0.1388888889,0
658197509807e32264eebf96,26.0849,76.36438,0.1666666667,0
658197509807e32264eebf9a,27.1954,77.45291,0.0555555556,0
658197519807e32264eebf9d,25.79052,73.37398,0.1388888889,0
658197519807e32264eebfa0,23.73047,73.89398,0.1111111111,0
658197529807e32264eebfa3,26.890396,75.73679,0.0833333333,0
658197529807e32264eebfa6,29.316143,73.904128,0.1111111111,0
658197539807e32264eebfa9,25.1917381,75.8296945,0.1666666667,0
658197539807e32264eebfac,26.70986,75.89359,0.1388888889,0
658197549807e32264eebfaf,26.930012,75.807378,0.1388888889,0
658197549807e32264eebfb2,26.905978,76.355558,0.0833333333,0
658197559807e32264eebfb5,27.7946,75.9757,0.0833333333,0
658197559807e32264eebfb8,27.4659192,77.3069608,0.1388888889,0
658197569807e32264eebfbc,24.76253,71.77876,0.1111111111,0
658197569807e32264eebfbf,27.957212,76.564815,0.1666666667,0
658197579807e32264eebfc2,24.38884,74.70107,0.1111111111,0
658197579807e32264eebfc5,27.366347,75.584232,0.0833333333,0
658197589807e32264eebfc8,26.635734,76.253705,0.1388888889,0
658197589807e32264eebfcc,25.07982,71.15659,0.1666666667,0
658197599807e32264eebfcf,27.740409,75.782101,0.1944444444,0
658197599807e32264eebfd3,28.2038962,75.876701,0.1666666667,0
6581975a9807e32264eebfd6,23.98433,73.59635,0.1944444444,0
6581975a9807e32264eebfd9,28.92768,74.21372,0.0555555556,0
6581975b9807e32264eebfde,27.3644584954,75.4036469059,0.1111111111,0
6581975c9807e32264eebfe1,24.8055842,73.4429415,0.1388888889,0
6581975c9807e32264eebfe4,24.82655,73.46719,0.1666666667,0
6581975c9807e32264eebfe7,26.12369,74.69654,0.1111111111,0
6581975d9807e32264eebfea,24.92612,72.68374,0.1388888889,0
6581975d9807e32264eebfed,25.3498,74.6511,0.1666666667,0
6581975e9807e32264eebff0,26.35876,75.4654,0.1388888889,0
6581975e9807e32264eebff3,24.36193,76.17941,0.0833333333,0
6581975f9807e32264eebff6,24.07693,73.69429,0.1111111111,0
6581975f9807e32264eebff9,23.89169,74.8119,0.2222222222,0
658197609807e32264eebffc,26.52228,76.37815,0.0277777778,0
658197609807e32264eebfff,25.21983,77.35138,0.0833333333,0
658197619807e32264eec002,25.5183399676,76.1780587003,0.1111111111,0
658197629807e32264eec007,26.8687917,75.6905195,0.1111111111,0
658197629807e32264eec00b,24.89202,72.09344,0.0833333333,0
658197639807e32264eec00e,25.2130509,72.0234482,0.1111111111,0
658197639807e32264eec011,27.85788,76.41137,0.0833333333,0
658197649807e32264eec014,27.21185,77.47811,0.1388888889,0
658197649807e32264eec017,27.31323,77.37913,0.1111111111,0
658197659807e32264eec01a,25.43,73.8213,0.0555555556,0
658197659807e32264eec01d,25.43484,75.64797,0.1111111111,0
658197669807e32264eec020,25.135608,75.819984,0.1666666667,0
658197669807e32264eec023,28.11845,75.40246,0.1666666667,0
658197679807e32264eec026,24.61227,76.42819,0.1111111111,0
658197689807e32264eec02b,27.68611,74.45897,0.1388888889,0
658197689807e32264eec02e,25.34997,74.65107,0.1666666667,0
658197689807e32264eec031,25.4081453,75.1357825,0.1944444444,0
658197699807e32264eec034,26.848552375,75.80876835,0.0277777778,0
658197699807e32264eec037,27.5409,75.74679,0.1388888889,0
6581976a9807e32264eec03a,27.108261,77.347215,0.1111111111,0
6581976a9807e32264eec03d,23.72302,73.69573,0.0555555556,0
6581976b9807e32264eec040,26.474756,75.942974,0.1111111111,0
6581976b9807e32264eec043,28.0104578824,73.3521576471,0.1111111111,0
6581976c9807e32264eec046,27.379024,75.961162,0.0833333333,0
6581976c9807e32264eec049,26.423523,74.630321,0.1111111111,0
6581976c9807e32264eec04c,25.3236066,76.5130107,0.1666666667,0
6581976d9807e32264eec04f,26.927515,75.828299,0.0555555556,0
6581976d9807e32264eec052,26.21075,73.69657,0.1666666667,0
6581976e9807e32264eec055,25.32403,76.51301,0.1388888889,0
6581976e9807e32264eec058,28.100918,75.37222,0.1111111111,0
6581976f9807e32264eec05c,26.811515,75.788898,0.0277777778,0
6581976f9807e32264eec05f,26.01729,76.35481,0.1111111111,0
658197709807e32264eec062,26.9185516,76.8153677,0.1111111111,0
658197709807e32264eec065,26.81309,77.42796,0.1388888889,0
658197719807e32264eec069,24.58922,73.68941,0.1388888889,0
658197719807e32264eec06c,27.56456,76.61384,0.1666666667,0
658197729807e32264eec06f,28.2881496,74.9642996,0.1666666667,0
658197729807e32264eec072,24.546829,76.169695,0.1944444444,0
658197729807e32264eec075,26.836395,75.835377,0.0833333333,0
658197739807e32264eec078,27.2008024501,73.7311414999,0.0555555556,0
658197739807e32264eec07b,26.97835,75.77397,0.1666666667,0
658197749807e32264eec07e,25.3468185104,72.6335334778,0.1944444444,0
658197749807e32264eec081,26.6158449,76.2795661,0.1388888889,0
658197759807e32264eec084,26.195207,72.999995,0.1666666667,0
658197759807e32264eec087,27.700785,76.197205,0.0277777778,0
658197759807e32264eec08a,27.71888,76.12946,0.1111111111,0
658197769807e32264eec08d,25.152415,75.87794,0.0833333333,0
658197769807e32264eec090,26.09559,74.31888,0.1944444444,0
658197779807e32264eec093,26.9252512,76.8119035,0.0833333333,0
658197779807e32264eec096,28.083607,73.725731,0.0833333333,0
658197779807e32264eec099,25.1498003,75.8590428,0.1111111111,0
658197789807e32264eec09c,24.5881221,73.701388,0.2222222222,0
658197789807e32264eec09f,26.929187,75.822371,0.1388888889,0
658197799807e32264eec0a2,27.5414559,75.7465686,0.1388888889,0
658197799807e32264eec0a5,26.649089,73.490892,0.1111111111,0
6581977a9807e32264eec0a8,26.85706,75.81543,0.1111111111,0
6581977a9807e32264eec0ab,26.73322,77.03161,0.0833333333,0
6581977b9807e32264eec0ae,25.00109,73.47642,0.0555555556,0
6581977b9807e32264eec0b1,27.65703,74.45832,0.1111111111,0
6581977b9807e32264eec0b4,25.20905,75.07601,0.1111111111,0
6581977c9807e32264eec0b7,27.16419,75.72305,0.1388888889,0
6581977d9807e32264eec0be,27.378184,75.9568497,0.1388888889,0
6581977e9807e32264eec0c1,25.445102,75.638165,0.0833333333,0
6581977e9807e32264eec0c4,28.1636949,76.8248164,0.1944444444,0
6581977e9807e32264eec0c7,25.1962563,75.8331042,0.1388888889,0
6581977f9807e32264eec0ca,24.622256,73.659194,0.1944444444,0
6581977f9807e32264eec0cd,26.874059,75.24131,0.0833333333,0
658197809807e32264eec0d0,27.19511,77.45294,0.1388888889,0
658197809807e32264eec0d3,29.62222,74.2904,0.1388888889,0
658197819807e32264eec0d6,24.9505224,75.9412089,0.0833333333,0
658197819807e32264eec0d9,26.918611,75.80432,0.1944444444,0
658197819807e32264eec0dc,27.741374,75.77804,0.1666666667,0
658197829807e32264eec0df,26.912008,75.834967,0.1111111111,0
658197829807e32264eec0e2,25.06498,72.11099,0.1388888889,0
658197839807e32264eec0e5,25.3251308,72.6336408,0.0555555556,0
658197839807e32264eec0e8,25.37173,72.78385,0.1111111111,0
658197849807e32264eec0eb,25.0968219,76.5087851,0.1388888889,0
658197849807e32264eec0ee,26.91577,75.83544,0.1944444444,0
658197849807e32264eec0f1,27.56777,76.60573,0.1666666667,0
658197859807e32264eec0f4,29.6095,74.28899,0.0833333333,0
658197859807e32264eec0f7,24.490088,73.844993,0.0833333333,0
658197869807e32264eec0fa,26.3022765,73.0385032,0.1388888889,0
658197869807e32264eec0fd,25.281776,73.783693,0.1111111111,0
658197869807e32264eec100,24.6094,73.6869,0.1388888889,0
658197879807e32264eec103,26.44878,75.0418,0.0833333333,0
658197879807e32264eec106,27.244294,77.503589,0.0277777778,0
658197889807e32264eec109,26.9191116,75.8494432,0.1944444444,0
658197889807e32264eec10c,26.9168944476,75.817110626,0.1944444444,0
658197899807e32264eec10f,26.10475,74.32084,0.1944444444,0
658197899807e32264eec112,27.30301,74.73048,0.1111111111,0
6581978a9807e32264eec115,27.039541,76.562895,0.1111111111,0
6581978a9807e32264eec118,28.1491888,76.888635,0.1666666667,0
6581978b9807e32264eec11b,26.2867,73.03,0.1944444444,0
6581978b9807e32264eec11e,26.0218980204,76.3503080606,0.1111111111,0
6581978c9807e32264eec121,25.759196,75.375187,0.0555555556,0
6581978c9807e32264eec124,26.5021163,77.0264922,0.1388888889,0
6581978c9807e32264eec127,25.07962,71.15671,0.1388888889,0
6581978d9807e32264eec12a,24.9971466,75.0095555,0.1388888889,0
6581978d9807e32264eec12d,29.46897,74.35295,0.1111111111,0
6581978e9807e32264eec130,27.12413,72.37323,0.1388888889,0
6581978e9807e32264eec133,28.12738,75.40349,0.1388888889,0
6581978f9807e32264eec137,29.903425,74.173008,0.0833333333,0
6581978f9807e32264eec13a,24.667825,76.838767,0.1111111111,0
658197909807e32264eec13d,28.127136,75.403573,0.1666666667,0
658197909807e32264eec140,24.7786302334,71.9528102875,0.1111111111,0
658197919807e32264eec143,25.14278,73.05764,0.0833333333,0
658197919807e32264eec146,24.2613,74.72248,0.1388888889,0
658197929807e32264eec149,27.2827908,71.2373745,0.0833333333,0
658197929807e32264eec14c,26.8624554,75.7925953,0.1111111111,0
658197929807e32264eec14f,27.156078,73.936771,0.1666666667,0
658197939807e32264eec152,29.581815,74.323363,0.1944444444,0
658197939807e32264eec155,24.8636839,76.6773523,0.1944444444,0
658197949807e32264eec158,26.9920275,77.5983681,0.1388888889,0
658197949807e32264eec15c,27.62,75.15,0.0277777778,0
658197959807e32264eec15f,26.89511,75.81302,0.1111111111,0
658197959807e32264eec162,23.46691,74.03032,0.1666666667,0
658197969807e32264eec165,24.63645,73.71005,0.1944444444,0
658197969807e32264eec168,28.0689,75.81671,0.0833333333,0
658197969807e32264eec16b,26.92609,75.80803,0.0555555556,0
658197979807e32264eec16e,25.5438053,75.9817135,0.1666666667,0
658197979807e32264eec171,26.35869,75.94901,0.0833333333,0
658197989807e32264eec174,26.86818,75.75417,0.1944444444,0
658197989807e32264eec178,24.38502,74.70416,0.1944444444,0
658197999807e32264eec17b,26.88566696,75.79922024,0.0833333333,0
6581979a9807e32264eec17f,27.1124567738,77.1562402237,0.1111111111,0
6581979a9807e32264eec182,26.93804,75.80215,0.1111111111,0
6581979a9807e32264eec185,27.0476557174,76.9266424465,0.1111111111,0
6581979b9807e32264eec189,27.0557378,76.4731045,0.1111111111,0
6581979b9807e32264eec18c,28.343976,75.296058,0.0277777778,0
6581979c9807e32264eec18f,25.973308,75.15166,0.1388888889,0
6581979c9807e32264eec192,24.5897618,72.7130451667,0.1388888889,0
6581979d9807e32264eec195,28.7018933,72.5974338,0.1388888889,0
6581979d9807e32264eec198,25.63846,75.19,0.1111111111,0
6581979e9807e32264eec19b,26.557246,74.470149,0.1666666667,0
6581979e9807e32264eec19e,26.48255,74.64552,0.0555555556,0
6581979f9807e32264eec1a1,27.948798,75.227748,0.1388888889,0
6581979f9807e32264eec1a4,28.075568,75.826202,0.0555555556,0
658197a09807e32264eec1a7,27.0311,77.0539,0.0555555556,0
658197a09807e32264eec1ab,29.17467,73.36215,0.2222222222,0
658197a19807e32264eec1ae,24.2854,75.83508,0.1388888889,0
658197a19807e32264eec1b1,27.0169,75.87989,0.1666666667,0
658197a29807e32264eec1b5,24.59258,76.16042,0.0555555556,0
658197a29807e32264eec1b9,26.446122,74.647802,0.1388888889,0
658197a39807e32264eec1bc,23.762,73.4444,0.1388888889,0
658197a39807e32264eec1bf,25.8181281862,72.5771979043,0.0833333333,0
658197a49807e32264eec1c2,26.87395,74.77284,0.1666666667,0
658197a49807e32264eec1c5,26.578845,75.562783,0.0555555556,0
658197a59807e32264eec1c8,25.73584,74.07768,0.0833333333,0
658197a59807e32264eec1cb,26.70082,71.19656,0.0833333333,0
658197a59807e32264eec1ce,27.48145,76.8682,0.1388888889,0
658197a69807e32264eec1d1,26.889071846,75.7517453842,0.1388888889,0
658197a69807e32264eec1d4,26.5469,76.56527,0.1388888889,0
658197a79807e32264eec1d7,25.66323,72.42531,0.1111111111,0
658197a79807e32264eec1da,28.047438,73.204253,0.1111111111,0
658197a89807e32264eec1de,26.490083,74.62024,0.2222222222,0
658197a89807e32264eec1e1,27.5592,76.6211,0.1666666667,0
658197a99807e32264eec1e4,25.56606,75.51057,0.1111111111,0
658197a99807e32264eec1e7,26.9741,73.97074,0.1388888889,0
658197aa9807e32264eec1ea,25.34976,74.68811,0.1111111111,0
658197aa9807e32264eec1ed,24.9372392,76.4315539,0.1111111111,0
658197aa9807e32264eec1f0,26.69935,76.71897,0.1666666667,0
658197ab9807e32264eec1f3,25.002147,76.109087,0.1388888889,0
658197ab9807e32264eec1f6,25.6161803,75.2726512001,0.2222222222,0
658197ac9807e32264eec1f9,26.9461601302,75.7886637972,0.1666666667,0
658197ac9807e32264eec1fc,26.874212,75.691247,0.1666666667,0
658197ad9807e32264eec200,28.03004,75.80765,0.1388888889,0
658197ad9807e32264eec203,28.44364,74.50233,0.0555555556,0
658197ae9807e32264eec206,29.931639,73.871444,0.1944444444,0
658197ae9807e32264eec209,24.58915,73.689146,0.1111111111,0
658197af9807e32264eec20c,25.6382731,75.1900807,0.1388888889,0
658197af9807e32264eec210,26.401219,74.650996,0.1388888889,0
658197b09807e32264eec213,29.61902,73.87554,0.2222222222,0
658197b09807e32264eec216,23.86066,73.85476,0.1111111111,0
658197b09807e32264eec219,26.1,74.32,0.1111111111,0
658197b19807e32264eec21c,23.984616,73.596251,0.1666666667,0
658197b19807e32264eec21f,28.1120387501,76.8321114,0.1388888889,0
658197b29807e32264eec222,26.486042,76.43765,0.1388888889,0
658197b29807e32264eec226,25.52762,73.90483,0.1666666667,0
658197b39807e32264eec229,27.01769,77.16888,0.0555555556,0
658197b39807e32264eec22c,26.39561,74.38074,0.1111111111,0
658197b49807e32264eec22f,25.15683,75.82108,0.1666666667,0
658197b49807e32264eec233,29.0769338,75.3648444,0.0833333333,0
658197b59807e32264eec236,25.74478,70.59283,0.1666666667,0
658197b59807e32264eec239,25.183335167,73.4547160464,0.1388888889,0
658197b69807e32264eec23c,25.88958,76.314462,0.1111111111,0
658197b69807e32264eec23f,24.54234,73.71005,0.0833333333,0
658197b69807e32264eec242,28.097596,73.357389,0.1388888889,0
658197b79807e32264eec245,26.91877,75.8043,0.1944444444,0
658197b89807e32264eec249,25.89826,71.76872,0.0277777778,0
658197b89807e32264eec24d,26.9413414132,75.7912461833,0.1111111111,0
658197b99807e32264eec250,25.14953,73.08259,0.0833333333,0
658197ba9807e32264eec256,27.4038478,74.5678846,0.1111111111,0
658197ba9807e32264eec259,26.29498,76.751131,0.1111111111,0
658197bb9807e32264eec25d,25.4352817535,75.651763916,0.0277777778,0
658197bb9807e32264eec260,27.142,76.56781,0.1666666667,0
658197bc9807e32264eec263,24.586690696,73.697463338,0.1666666667,0
658197bc9807e32264eec266,27.10572,77.41345,0.1944444444,0
658197bd9807e32264eec269,25.1813492817,75.8919440032,0.1388888889,0
658197bd9807e32264eec26c,26.70811,76.71843,0.1944444444,0
658197be9807e32264eec270,26.89323,78.16826,0.1111111111,0
658197be9807e32264eec273,24.7624248728,71.7789199654,0.0833333333,0
658197be9807e32264eec276,26.32796595,73.0408081,0.1666666667,0
658197bf9807e32264eec279,26.01794,73.85133,0.0555555556,0
658197bf9807e32264eec27c,24.47193,76.34347,0.1388888889,0
658197c09807e32264eec280,28.0180698,73.2920756,0.1111111111,0
658197c19807e32264eec283,23.75324,73.8919,0.1111111111,0
658197c19807e32264eec286,24.587828,73.701435,0.0833333333,0
658197c19807e32264eec289,26.02439,75.48556,0.2222222222,0
658197c29807e32264eec28c,26.899292,75.823184,0.0833333333,0
658197c29807e32264eec28f,24.4475595,74.8390926,0.1111111111,0
658197c39807e32264eec292,26.73233,77.89786,0.1388888889,0
658197c39807e32264eec295,27.7005419,76.1998786,0.1944444444,0
658197c49807e32264eec298,26.91396,75.83297,0.1388888889,0
658197c49807e32264eec29b,26.945786,75.731611,0.1111111111,0
658197c59807e32264eec29e,26.9295260743,75.831794191,0.1388888889,0
658197c59807e32264eec2a1,25.743771,75.39497,0.1944444444,0
658197c59807e32264eec2a4,26.783533,75.822611,0.1388888889,0
658197c69807e32264eec2a7,27.592744,76.636664,0.0833333333,0
658197c69807e32264eec2aa,27.15627,73.93677,0.1666666667,0
658197c79807e32264eec2ad,26.72217,75.70075,0.1944444444,0
658197c79807e32264eec2b0,25.191188,75.8454371,0.1111111111,0
658197c89807e32264eec2b4,26.8645959,75.7192297,0.1111111111,0
658197c89807e32264eec2b7,24.572675,73.699594,0.1111111111,0
658197c99807e32264eec2ba,26.455964,74.636452,0.0555555556,0
658197c99807e32264eec2bd,26.565224,76.8872403,0.0833333333,0
658197ca9807e32264eec2c0,24.622561,74.694273,0.0833333333,0
658197ca9807e32264eec2c3,25.4308,75.40505,0.1666666667,0
658197cb9807e32264eec2c7,26.91345,75.20001,0.1111111111,0
